ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,latitude_decimal_degrees,longitude_decimal_degrees
SSKV,small_airport,Retiro SÃƒÂ£o JoÃƒÂ£o Airport,1738,SA,BR,BR-MS,Ponta PorÃƒÂ£,SSKV,,,-22.39694405,-55.48555756
SSKW,small_airport,Cacoal Airport,778,SA,BR,BR-RO,Cacoal,SSKW,OAL,,-11.496,-61.4508
SSKX,small_airport,Fazenda SÃƒÂ£o LuÃƒÂ­z do MatÃƒÂ£o Airport,1250,SA,BR,BR-MG,Carneirinho,SSKX,,SSKX,-19.87222222,-50.65472222
SSKY,small_airport,Fazenda QuerÃƒÂªncia Airport,2362,SA,BR,BR-MT,TangarÃƒÂ¡ Da Serra,SSKY,,SSKY,-14.47361111,-58.35527778
SSKZ,small_airport,Carazinho Airport,1854,SA,BR,BR-RS,Carazinho,SSKZ,,QRE,-28.32250023,-52.81620026
SSLA,small_airport,Laguna Airport,20,SA,BR,BR-SC,Laguna,SSLA,0,,-28.37669945,-48.74280167
SSLB,small_airport,Fazenda SÃƒÂ£o Paulino Airport,394,SA,BR,BR-MS,CorumbÃƒÂ¡,SSLB,,,-19.02527809,-55.92610931
SSLC,small_airport,Fazenda Laguna Carem Airport,1755,SA,BR,BR-MS,Laguna CarapÃƒÂ£,,,,-22.673332,-55.236667
SSLD,small_airport,Fazenda Lourdes Airport,328,SA,BR,BR-MS,CorumbÃƒÂ¡,SSLD,,,-18.64388847,-56.75944519
SSLE,heliport,Eldorado Brasil Heliport,1037,SA,BR,BR-MS,TrÃƒÂªs Lagoas,SSLE,,,-20.595277,-51.613889
SSLF,small_airport,Fazenda Palmeira Airport,885,SA,BR,BR-MS,Taquarussu,SSLF,,,-22.54361153,-53.42944336
SSLG,small_airport,SÃƒÂ£o LuÃƒÂ­s Gonzaga Airport,656,SA,BR,BR-RS,SÃƒÂ£o LuÃƒÂ­s Gonzaga,SSLG,,,-28.37638855,-55.03749847
SSLH,heliport,Helipalm Heliport,2493,SA,BR,BR-SP,Suzano,SSLH,,,-23.651964,-46.314775
SSLI,small_airport,EstÃƒÂ¢ncia Portal do Sol Airport,2425,SA,BR,BR-SP,Itirapina,SSLI,,,-22.165278,-47.892778
SSLJ,small_airport,Fazenda Santa Izabel Airport,1434,SA,BR,BR-GO,Flores De GoiÃƒÂ¡s,SSLJ,,,-14.265278,-47.0275
SSLK,small_airport,Fazenda Aldeia Airport,394,SA,BR,BR-MS,Coxim,SSLK,,,-18.2163887,-55.15888977
SSLL,small_airport,Fazenda Itaguassu Airport,1788,SA,BR,BR-MS,AntÃƒÂ´nio JoÃƒÂ£o,SJTC,,MS0432,-22.249873,-55.926764
SSLM,small_airport,EstÃƒÂ¢ncia Acrobata Airport,3510,SA,BR,BR-GO,Leopoldo de BulhÃƒÂµes,SSLM,,GO0202,-16.548655,-48.941534
SSLN,small_airport,Helmuth Baungarten Airport,1095,SA,BR,BR-SC,Lontras,SSLN,LOI,SSLN,-27.15999985,-49.54249954
SSLO,small_airport,Loanda Airport,1542,SA,BR,BR-PR,Loanda,SSLO,,SSLO,-22.91710091,-53.14899826
SSLP,small_airport,Fazenda Lucero PorÃƒÂ£ Airport,299,SA,BR,BR-MS,Porto Murtinho,SSLP,,,-21.91083336,-57.64666748
SSLQ,small_airport,Fazenda CampanÃƒÂ¡rio Airport,1362,SA,BR,BR-MS,Laguna CarapÃƒÂ£,SDTD,,SDTD,-22.783302,-55.072604
SSLR,small_airport,Ocorema Airport,413,SA,BR,BR-MS,LadÃƒÂ¡rio,SSLR,,,-19.10499954,-57.5933342
SSLS,small_airport,Salto Santiago Airport,2087,SA,BR,BR-PR,Laranjeiras Do Sul,SSLS,,,-25.51499939,-52.55749893
SSLT,small_airport,Alegrete Novo Airport,459,SA,BR,BR-RS,Alegrete,SSLT,ALQ,SSLT,-29.81270027,-55.89339828
SSLU,small_airport,Fazenda Aurora Airport,754,SA,BR,BR-MS,Jardim,SSXU,,SSXU,-21.523332,-56.611667
SSLV,heliport,Metropolitan Business Center Heliport,2096,SA,BR,BR-SP,RibeirÃƒÂ£o Preto,SSLV,,,-21.193333,-47.801389
SSLW,small_airport,Fazenda TrÃƒÂªs Cerros Airport,853,SA,BR,BR-MS,Bela Vista,SSLW,,,-21.97333336,-56.79750061
SSLX,small_airport,Fazenda BrasÃƒÂ­lia do Sul Airport,1296,SA,BR,BR-MS,Juti,SSVD,,MS0339,-22.701258,-54.608345
SSLY,heliport,Norte Sul Heliport,2356,SA,BR,BR-SP,Campinas,SSLY,,,-22.901944,-47.046944
SSLZ,small_airport,Fazenda VitÃƒÂ³ria do Ivinhema Airport,1296,SA,BR,BR-MS,Ivinhema,SSLZ,,,-22.51972198,-53.66472244
SSMA,closed,MarrecÃƒÂ£o Airport,68,SA,BR,BR-SC,Brusque,SSMA,,,-27.07,-48.89
SSMB,small_airport,Fazenda Oriente Airport,1877,SA,BR,BR-RJ,ValenÃƒÂ§a,SSMB,,RJ0187,-22.282949,-43.628157
SSMC,small_airport,Fazenda SÃƒÂ£o Miguel da Catequese Airport,1209,SA,BR,BR-MS,Nova Andradina,SSMC,,,-22.08777809,-53.52000046
SSMD,small_airport,Medianeira Airport,1473,SA,BR,BR-PR,Medianeira,SSMD,,SSMD,-25.31089973,-54.07049942
SSME,small_airport,Fazenda Ipiranga Airport,804,SA,BR,BR-MS,AnastÃƒÂ¡cio,SSME,,,-20.98055649,-55.56583405
SSMF,small_airport,Mafra Airport,2690,SA,BR,BR-SC,Mafra,SSMF,QMF,,-26.15889931,-49.8321991
SSMG,heliport,Uno Heliport,226,SA,BR,BR-SP,Santos,SSMG,,,-23.956667,-46.331389
SSMH,small_airport,Fazenda Santa Maria Airport,66,SA,BR,BR-RS,CapÃƒÂ£o Do LeÃƒÂ£o,SSMH,,,-31.92944336,-52.4636116
SSMI,small_airport,Fazenda Morrinhos Airport,1148,SA,BR,BR-MS,Bela Vista,SSMI,,,-22.08388901,-56.30055618
SSMJ,small_airport,Maracaju Airport,1283,SA,BR,BR-MS,Maracaju,SSMJ,,,-21.63388824,-55.14500046
SSMK,small_airport,El Dorado Airport,20,SA,BR,BR-RS,Eldorado Do Sul,SSMK,,,-30.07333374,-51.40972137
SSML,small_airport,Fazenda Maria LuÃƒÂ­za Airport,1083,SA,BR,BR-MS,Iguatemi,SSML,,,-23.59722137,-54.64583206
SSMM,heliport,MACAÃƒÂ‰ Heliport,1247,SA,BR,BR-CE,TauÃƒÂ¡,SSMM,,CE0060,-6.103733,-40.284467
SSMN,small_airport,Kururuzinho Airport,1640,SA,BR,BR-MA,Jacareacanga,SSMN,,,-8.88,-57.33
SSMP,small_airport,Fazenda TrÃƒÂªs Minas Airport,1391,SA,BR,BR-PR,ItambÃƒÂ©,SSMP,,,-23.67277718,-52.00972366
SSMQ,heliport,ChÃƒÂ¡cara Monte Alegre Heliport,2454,SA,BR,BR-SP,Monte Alegre Do Sul,SSMQ,,,-22.69,-46.680556
SSMR,small_airport,Manoel Ribas Airport,2822,SA,BR,BR-PR,Manoel Ribas,SSMR,,SSMR,-24.52960014,-51.65190125
SSMS,small_airport,Fazenda Rancho EsperanÃƒÂ§a Airport,1522,SA,BR,BR-MS,Aral Moreira,SSMS,,,-22.87,-55.5
SSMT,small_airport,Mostardas Airport,59,SA,BR,BR-RS,Mostardas,SSMT,,SSMT,-31.10359955,-50.91030121
SSMU,heliport,Magnum Heliport,66,SA,BR,BR-RS,Cachoeirinha,SSMU,,,-29.94694328,-51.10527802
SSMV,small_airport,Fazenda Boa Vista Airport,2434,SA,BR,BR-SP,Pirassununga,SSMV,,,-22.0425,-47.56
SSMW,small_airport,Ica Airport,49,SA,BR,BR-SP,Peruibe,SSMW,,,-24.3152771,-47.01388931
SSMX,small_airport,Fazenda Planalto Airport,3868,SA,BR,BR-MG,Nova Resende,SSMX,,,-21.12,-46.42
SSMY,small_airport,SÃƒÂ£o Miguel do IguaÃƒÂ§u Airport,951,SA,BR,BR-PR,SÃƒÂ£o Miguel Do IguaÃƒÂ§u,SSMY,,SSMY,-25.39888889,-54.23472222
SSMZ,small_airport,Fazenda SÃƒÂ£o Mateus Airport,1070,SA,BR,BR-MT,Comodoro,SSMZ,,,-13.917222,-59.983333
SSNA,small_airport,EstÃƒÂ¢ncia Miranda Airport,436,SA,BR,BR-MS,Miranda,SSNA,,MS0307,-19.896503,-56.427346
SSNB,small_airport,NaviraÃƒÂ­ Airport,1329,SA,BR,BR-MS,NaviraÃƒÂ­,SSNB,,SSNB,-23.03479958,-54.18019867
SSND,small_airport,Santa Maria Airport,1119,SA,BR,BR-MT,SÃƒÂ£o FÃƒÂ©lix Do Araguaia,SSND,,,-11.16,-52.82
SSNE,closed,Fazenda SÃƒÂ£o Benedito Airport,394,SA,BR,BR-MS,CorumbÃƒÂ¡,SSNE,,,-18.42,-56.46
SSNF,small_airport,Fazenda Naisa Airport,1739,SA,BR,BR-SP,ColÃƒÂ´mbia,SSNF,,,-20.32972145,-48.81000137
SSNG,small_airport,Montenegro Airport,125,SA,BR,BR-RS,Montenegro,SSNG,QGF,,-29.71940041,-51.48939896
SSNH,small_airport,Novo Hamburgo Airport,66,SA,BR,BR-RS,Novo Hamburgo,SSNH,QHV,,-29.69610023,-51.08169937
SSNI,small_airport,Fazenda Novo Rumo Airport,1247,SA,BR,BR-MS,NaviraÃƒÂ­,SSNI,,,-22.98527718,-53.8769455
SSNJ,small_airport,Fazenda Primavera Airport,341,SA,BR,BR-MS,Aquidauana,SSNJ,,,-19.5075,-55.90528
SSNK,small_airport,Sementes Petrovina Airport,2362,SA,BR,BR-MT,Pedra Preta,SWAP,,MT0326,-16.848464,-54.064558
SSNL,small_airport,Fazenda EssÃƒÂªncia Airport,1818,SA,BR,BR-MT,Nobres,SSNL,,,-14.316667,-55.766944
SSNM,small_airport,GuarantÃƒÂ£ Airport,968,SA,BR,BR-MT,GuarantÃƒÂ£ Do Norte,SSNM,,,-9.96583271,-54.88499832
SSNN,small_airport,Salvaterra II Airport,1749,SA,BR,BR-MG,JoÃƒÂ£o Pinheiro,SSNN,,,-17.19750023,-45.77666855
SSNO,small_airport,NonoaÃƒÂ­ Airport,1969,SA,BR,BR-RS,NonoaÃƒÂ­,SSNO,0,,-27.36720085,-52.73389816
SSNP,small_airport,Nova Prata Airport,2264,SA,BR,BR-RS,Nova Prata,SSNP,0,,-28.80249977,-51.60419846
SSNQ,small_airport,Nioaque Airport,984,SA,BR,BR-MS,Nioaque,SSNQ,,,-21.1847229,-55.83027649
SSNR,small_airport,Fazenda Novo Horizonte Airport,754,SA,BR,BR-MS,Coxim,SSNR,,,-18.31861115,-54.9355545
SSNS,small_airport,Fazenda PajuÃƒÂ§ara Airport,2372,SA,BR,BR-BA,Correntina,SSNS,,BA0269,-13.183082,-45.104738
SSNT,small_airport,Fazenda Rosa MÃƒÂ­stica Airport,1289,SA,BR,BR-MS,AmambaÃƒÂ­,SSNT,,,-23.29249954,-55.05583191
SSNU,small_airport,Santa Isabel Airport,2582,SA,BR,BR-SP,Brotas,SSNU,,,-22.24083328,-48.02500153
SSNV,small_airport,Fazenda Novo Hamburgo Airport,285,SA,BR,BR-MS,CorumbÃƒÂ¡,SSNV,,,-19.23305511,-57.02972031
SSNW,small_airport,Fazenda Buriti Airport,2408,SA,BR,BR-BA,Barreiras,SSNW,,SSNW,-12.30249977,-45.51390076
SSNX,heliport,Fazenda da Toca Heliport,2572,SA,BR,BR-SP,Itirapina,SSNX,,,-22.21333313,-47.73666763
SSNY,small_airport,Fazenda Florida Airport,541,SA,BR,BR-MT,CÃƒÂ¡ceres,SSNY,,,-17.183611,-58.216667
SSOA,heliport,Blue Tree Tower Faria Lima Heliport,2680,SA,BR,BR-SP,SÃƒÂ£o Paulo,SSOA,,,-23.59055519,-46.68027878
SSOC,small_airport,Fazenda Sans Souci - Sede Airport,305,SA,BR,BR-MS,CorumbÃƒÂ¡,SSOC,,,-19.03333282,-56.95000076
SSOD,small_airport,Fazenda Pouso Alegre Airport,374,SA,BR,BR-MS,Miranda,SSOD,,,-20.24777794,-56.41527939
SSOE,small_airport,SÃƒÂ£o Miguel do Oeste Airport,2180,SA,BR,BR-SC,SÃƒÂ£o Miguel Do Oeste,SSOE,SQX,SSOE,-26.78160095,-53.50350189
SSOF,small_airport,Fazenda Vale da Serra Airport,1575,SA,BR,BR-MG,Monte Azul,SSOF,,,-15.18888855,-43.53111267
SSOG,small_airport,Arapongas Airport,2599,SA,BR,BR-PR,Arapongas,SSOG,APX,SSOG,-23.3529,-51.491699
SSOH,heliport,Cejen Heliport,7,SA,BR,BR-RN,Natal,SSOH,,,-5.758889198,-35.19722366
SSOI,small_airport,Pederneiras Airport,1788,SA,BR,BR-SP,Pederneiras,SSOI,,,-22.30722237,-48.77194214
SSOJ,small_airport,Fazenda Estrela Airport,1509,SA,BR,BR-MS,InocÃƒÂªncia,SSOJ,,,-19.979167,-51.735
SSOK,small_airport,14 Bis Airport,1932,SA,BR,BR-PR,Londrina,SSOK,,,-23.21416664,-51.18583298
SSOL,small_airport,Lavras Airport,3146,SA,BR,BR-MG,Lavras,SSOL,,SSOL,-21.24060059,-44.96390152
SSOM,heliport,Hospital Estadual Walfredo Gurgel Heliport,56,SA,BR,BR-RN,Natal,SSOM,,,-5.811110973,-35.20444489
SSON,small_airport,Fazenda Joalice Airport,1476,SA,BR,BR-MS,Tacuru,SSON,,,-23.78777885,-55.02916718
SSOO,small_airport,EstÃƒÂ¢ncia J.D.S Airport,1903,SA,BR,BR-SP,FernÃƒÂ£o,SSOO,,,-22.33722115,-49.54305649
SSOP,small_airport,Fazenda Cachoeirinha Airport,1539,SA,BR,BR-MS,Aparecida Do Taboado,SSOP,,,-20.04333305,-51.47472382
SSOQ,small_airport,Fazenda Barranco Alto Airport,502,SA,BR,BR-MS,Aquidauana,SSOQ,,,-19.57777786,-56.15222168
SSOR,small_airport,Chico Ledur Airport,354,SA,BR,BR-RS,Alegrete,SSOR,,,-29.81805611,-55.71416855
SSOS,small_airport,OsÃƒÂ³rio Airport,39,SA,BR,BR-RS,OsÃƒÂ³rio,SSOS,,,-29.90222168,-50.25055695
SSOT,small_airport,Fazenda Saco da Tapera Airport,1946,SA,BR,BR-MG,SÃƒÂ£o RomÃƒÂ£o,SSOT,,,-16.34694481,-45.34916687
SSOU,small_airport,Fazenda Inhumas Airport,1772,SA,BR,BR-MG,Paracatu,,,,-17.036942,-46.260277
SSOV,small_airport,Fazenda Hora Airport,1837,SA,BR,BR-MG,Urucuia,SSOV,,,-16.14666748,-45.82500076
SSOW,small_airport,Comandante Carmelo Airport,974,SA,BR,BR-PA,Itaituba,SSOW,,,-6.84,-56.586667
SSOX,heliport,Aqualider Heliport,3,SA,BR,BR-PE,Ipojuca,SSOX,,,-8.443611145,-34.99750137
SSOY,small_airport,FazendaMorada do Sol Airport,971,SA,BR,BR-MT,Nova MaringÃƒÂ¡,SSOY,,SSOY,-12.290556,-57.019444
SSOZ,heliport,Mina Brucutu Heliport,2959,SA,BR,BR-MG,SÃƒÂ£o GonÃƒÂ§alo Do Rio Abaixo,SWYB,,MG0289,-19.86961,-43.395261
SSPA,small_airport,Fazenda Marajoara Airport,873,SA,BR,BR-TO,Cariri do Tocantins,SSPA,,TO0057,-11.963583,-49.038368
SSPB,small_airport,Juvenal Loureiro Cardoso Airport,2697,SA,BR,BR-PR,Pato Branco,SBPO,PTO,PR0018,-26.217184,-52.694463
SSPC,small_airport,Fazenda Santa JÃƒÂºlia Airport,866,SA,BR,BR-MT,Cocalinho,SSPC,,,-13.731667,-51.34
SSPD,small_airport,Fazenda ParaguÃƒÂ¡ Airport,922,SA,BR,BR-MT,Comodoro,SSPD,,SSPD,-14.766667,-60.033333
SSPE,small_airport,EssÃƒÂªncia Retiro do Rio CuiabÃƒÂ¡ Airport,837,SA,BR,BR-MT,Nobres,SSPE,,,-14.435556,-55.609444
SSPF,small_airport,Fazenda SÃƒÂ£o Rafael Airport,1420,SA,BR,BR-PR,SÃƒÂ£o JosÃƒÂ© Das Palmeiras,SSPF,,SSPF,-24.76950073,-54.11869812
SSPG,small_airport,ParanaguÃƒÂ¡ Airport,16,SA,BR,BR-PR,ParanaguÃƒÂ¡,SSPG,PNG,SSPG,-25.5401001,-48.53120041
SSPI,small_airport,ParanavaÃƒÂ­ Airport,1526,SA,BR,BR-PR,ParanavaÃƒÂ­,SSPI,PVI,SSPI,-23.08989906,-52.48849869
SSPJ,closed,Fazenda Reserva Airport,3438,SA,BR,BR-PR,Reserva Do IguaÃƒÂ§u,,,,-25.849569,-52.014685
SSPK,small_airport,Porecatu Airport,1424,SA,BR,BR-PR,Porecatu,SSPK,,SSPK,-22.77879906,-51.3614006
SSPL,small_airport,Palmeira das MissÃƒÂµes Airport,2083,SA,BR,BR-RS,Palmeira Da MissÃƒÂµes,SSPL,,SSPL,-27.90180016,-53.32970047
SSPM,small_airport,Porto Murtinho Airport,260,SA,BR,BR-MS,Porto Murtinho,SSPM,,SSPM,-21.70960045,-57.88019943
SSPN,small_airport,ParanaÃƒÂ­ba Airport,1446,SA,BR,BR-MS,ParanaÃƒÂ­ba,SSPN,PBB,SSPN,-19.65119934,-51.19940186
SSPO,small_airport,AplicaÃƒÂ§ÃƒÂ£o AviaÃƒÂ§ÃƒÂ£o AgrÃƒÂ­cola II Airport,1165,SA,BR,BR-MS,ItaporÃƒÂ£,SSPO,,,-22.00916672,-54.78972244
SSPP,small_airport,Fazenda Palma Airport,39,SA,BR,BR-RS,Pelotas,SSPP,,,-31.65694427,-52.20777893
SSPQ,small_airport,Santa Rosa do Purus Airport,705,SA,BR,BR-AC,Santa Rosa Do Purus,SSRA,,SSRA,-9.446389,-70.482778
SSPR,small_airport,Porto Walter Airport,651,SA,BR,BR-AC,Porto Walter,SIRW,,AC0008,-8.276196,-72.7458
SSPS,small_airport,Palmas Airport,3609,SA,BR,BR-PR,Palmas,SSPS,,SSPS,-26.47200012,-51.97589874
SSPT,small_airport,Palotina Airport,1220,SA,BR,BR-PR,Palotina,SSPT,,SSPT,-24.34329987,-53.82870102
SSPV,small_airport,Marechal Thaumaturgo Airport,751,SA,BR,BR-AC,Marechal Thaumaturgo,SSMH,,SSMH,-8.959443,-72.779721
SSPX,small_airport,Manoel Urbano Airport,531,SA,BR,BR-AC,Manoel Urbano,SIMB,,AC0007,-8.8501,-69.260038
SSPY,small_airport,Porto ÃƒÂndio Airport,390,SA,BR,BR-MS,CorumbÃƒÂ¡,SSPY,,,-17.6697216,-57.75305557
SSPZ,closed,Fazenda Princesa do Sul Airport,1053,SA,BR,BR-MS,JaporÃƒÂ©,SSPZ,,,-23.77109909,-54.67779922
SSQA,small_airport,Fazenda GuaporÃƒÂ© Airport,830,SA,BR,BR-MT,Comodoro,SSQA,,,-13.72305584,-60.3152771
SSQB,small_airport,JordÃƒÂ£o Airport,873,SA,BR,BR-AC,JordÃƒÂ£o,SJOD,,SJOD,-9.189444,-71.946944
SSQC,small_airport,Siqueira Campos Airport,2313,SA,BR,BR-PR,Siqueira Campos,SSQC,,SSQC,-23.67449951,-49.81539917
SSQD,heliport,Ilha do Cavaco Heliport,7,SA,BR,BR-RJ,Angra Dos Reis,SSQD,,,-23.01472282,-44.26499939
SSQE,heliport,TV Mundial I Heliport,2405,SA,BR,BR-SP,SÃƒÂ£o Paulo,SSQE,,,-23.56805611,-46.70833206
SSQF,small_airport,Fazenda Floresta Negra Airport,1263,SA,BR,BR-MS,Sete Quedas,SWVY,,MS0399,-23.815239,-54.698456
SSQG,heliport,EdifÃƒÂ­cio Banespa Heliport,2674,SA,BR,BR-SP,SÃƒÂ£o Paulo,SSQG,,,-23.54555511,-46.63360977
SSQH,heliport,Hospital Mater Dei Heliport,3054,SA,BR,BR-MG,Belo Horizonte,SSQH,,,-19.9272213,-43.94889069
SSQI,small_airport,Santa AnastÃƒÂ¡cia Airport,1250,SA,BR,BR-MT,Sorriso,SSQI,,SSQI,-12.50916667,-55.68472222
SSQJ,heliport,Company Heliport,2536,SA,BR,BR-SP,SÃƒÂ£o Paulo,SSQJ,,,-23.57250023,-46.70333481
SSQK,closed,Viaoeste - Castelo III Heliport,2467,SA,BR,BR-SP,Barueri,,,,-23.506069,-46.855314
SSQL,small_airport,Fazenda MatrichÃƒÂ£ Airport,3609,SA,BR,BR-GO,Uirapuru,SSQL,,,-14.11416721,-50.1222229
SSQM,small_airport,Tanque Novo Airport,2464,SA,BR,BR-BA,Tanque Novo,SSQM,0,,-13.54580021,-42.47999954
SSQN,small_airport,Mundo Novo Airport,1788,SA,BR,BR-BA,Mundo Novo,SSQN,0,,-11.77219963,-40.41939926
SSQO,small_airport,Fazenda ItaporÃƒÂ£ Airport,1590,SA,BR,BR-MS,Ribas Do Rio Pardo,SSQO,,,-20.08277893,-53.88861084
SSQP,small_airport,Monte Santo Airport,1362,SA,BR,BR-BA,Monte Santo,SSQP,,,-10.47833347,-39.28749847
SSQQ,heliport,Pedra do Sino Heliport,3596,SA,BR,BR-MG,CarandaÃƒÂ­,SSQQ,,,-20.89944458,-43.81861115
SSQR,small_airport,Fazenda Primavera Airport,1286,SA,BR,BR-MS,Ribas Do Rio Pardo,SSQR,,,-21.388611,-53.600556
SSQT,small_airport,Castro Airport,3314,SA,BR,BR-PR,Castro,SSQT,QAC,,-24.80750084,-49.96030045
SSQU,small_airport,Fazenda Alegrete - Retiro Carabda Airport,410,SA,BR,BR-MS,Aquidauana,SSQU,,,-20.06472206,-55.70166779
SSQV,heliport,UNICID - Universidade Cidade de SÃƒÂ£o Paulo Heliport,2529,SA,BR,BR-SP,SÃƒÂ£o Paulo,SSQV,,,-23.53583336,-46.55916595
SSQW,heliport,Royal Palm Plaza Heliport,2457,SA,BR,BR-SP,Campinas,SSQW,,,-22.93555641,-47.07166672
SSQX,heliport,Frei Caneca Shopping Heliport,2713,SA,BR,BR-SP,SÃƒÂ£o Paulo,SSQX,,,-23.55361176,-46.65250015
SSQY,heliport,Centro Empresarial de SÃƒÂ£o Paulo Heliport,2503,SA,BR,BR-SP,SÃƒÂ£o Paulo,SSQY,,,-23.64888954,-46.7294426
SSQZ,small_airport,LuÃƒÂ­z Eduardo MagalhÃƒÂ£es Airport,2408,SA,BR,BR-BA,Mimoso Do Oeste,SSQZ,,SSQZ,-12.10669994,-45.89459991
SSRA,small_airport,Fazenda Rancho Belo Airport,1384,SA,BR,BR-MS,Nova Andradina,SSRA,,,-21.70833206,-53.09944534
SSRB,small_airport,Rio Brilhante Airport,1024,SA,BR,BR-MS,Rio Brilhante,SSRB,,,-21.84777832,-54.52777863
SSRC,small_airport,Fazenda Santa InÃƒÂªs Airport,1084,SA,BR,BR-MS,Rio Brilhante,SSRC,,,-21.70305634,-54.36833191
SSRD,small_airport,Fazenda Sol Nascente Airport,1443,SA,BR,BR-MS,Tacuru,SSRD,,,-23.39749908,-55.24833298
SSRE,small_airport,Realeza Airport,1693,SA,BR,BR-PR,Realeza,SSRE,,SSRE,-25.80120087,-53.51269913
SSRF,small_airport,Castro Alves Airport,869,SA,BR,BR-BA,Castro Alves,SSRF,,SSRF,-12.76570034,-39.44670105
SSRG,small_airport,Fazenda Rancho Grande Airport,1319,SA,BR,BR-MS,Laguna CarapÃƒÂ£,SSRG,,,-22.77666664,-54.9766655
SSRH,small_airport,Fazenda Retiro do Marimbondo Airport,577,SA,BR,BR-MS,AnastÃƒÂ¡cio,SSRH,,,-20.77805519,-55.98277664
SSRI,small_airport,Fazenda Dos Sonhos Airport,551,SA,BR,BR-MS,AnastÃƒÂ¡cio,SIFS,,MS0083,-20.762013,-56.032548
SSRJ,small_airport,Fazenda JequitibÃƒÂ¡ Airport,1181,SA,BR,BR-MS,Nova Alvorada Do Sul,SSRJ,,,-21.87333298,-53.81277847
SSRK,small_airport,Campo Alegre de Lourdes Airport,1519,SA,BR,BR-BA,Campo Alegre De Lourdes,SSRK,,SSRK,-9.513910294,-42.99509811
SSRL,small_airport,Fazenda Santa Ana Airport,1001,SA,BR,BR-MS,DeodÃƒÂ¡polis,SSRL,,,-22.03722191,-54.18888855
SSRM,small_airport,Fazenda SÃƒÂ£o SebastiÃƒÂ£o Airport,791,SA,BR,BR-MS,Bonito,SSRM,,,-21.01944351,-56.2761116
SSRN,small_airport,Aeroclube de Rio Negrinho Airport,3025,SA,BR,BR-SC,Rio Negrinho,SILN,,SC0028,-26.321385,-49.521372
SSRO,small_airport,Fazenda Santa Rosa Airport,1217,SA,BR,BR-MS,NaviraÃƒÂ­,SSRO,,,-22.89166641,-54.11694336
SSRP,heliport,Vitrotec Heliport,2559,SA,BR,BR-SP,Campo Limpo Paulista,SSRP,,,-23.20000076,-46.78333282
SSRQ,small_airport,RefÃƒÂºgio Airport,709,SA,BR,BR-RS,Dom Pedrito,SSRQ,,,-30.91916656,-54.46777725
SSRS,small_airport,Rancho Sumidor Airport,1476,SA,BR,BR-SC,Rio Do Oeste,SSRS,,,-27.19194412,-49.83139038
SSRT,small_airport,Fazenda Mangal Airport,289,SA,BR,BR-PA,CuruÃƒÂ¡,SSRT,,,-1.541388988,-55.18055725
SSRU,small_airport,SÃƒÂ£o LourenÃƒÂ§o do Sul Airport,28,SA,BR,BR-RS,SÃƒÂ£o LourenÃƒÂ§o Do Sul,SSRU,SQY,,-31.38330078,-52.03279877
SSRX,small_airport,Fazenda MarruÃƒÂ¡ Airport,591,SA,BR,BR-MT,RibeirÃƒÂ£o Cascalheira,SSRX,,,-12.77999973,-51.11277771
SSRY,small_airport,Rio Pardo Airport,230,SA,BR,BR-RS,Rio Pardo,SSRY,,,-29.97277832,-52.36111069
SSRZ,small_airport,RosÃƒÂ¡rio do Sul Airport,348,SA,BR,BR-RS,RosÃƒÂ¡rio Do Sul,SSRZ,,,-30.27750015,-54.92527771
SSS,small_airport,Siassi Airport,1250,OC,PG,PG-MPL,Siassi,,SSS,SSI,-5.5965,147.8106
SSSA,small_airport,Fazenda Sant`anna do Apa Airport,1047,SA,BR,BR-MS,Bela Vista,SSSA,,,-22.02666664,-56.19361115
SSSB,small_airport,SÃƒÂ£o Borja Airport,246,SA,BR,BR-RS,SÃƒÂ£o Borja,SSSB,JBS,SSSB,-28.6549,-56.034599
SSSC,small_airport,Santa Cruz do Sul Airport,646,SA,BR,BR-RS,Santa Cruz Do Sul,SSSC,CSU,SSSC,-29.6840992,-52.41220093
SSSD,small_airport,Soledade Airport,2165,SA,BR,BR-RS,Soledade,SSSD,0,,-28.86310005,-52.54059982
SSSE,heliport,Jihad Dehaini Heliport,2972,SA,BR,BR-PR,AraucÃƒÂ¡ria,SSSE,,,-25.57666779,-49.39361191
SSSF,closed,Fazenda San Marino Airport,1476,SA,BR,BR-MS,Tres Lagoas,SSSF,,SSSF,-20.10219955,-52.44390106
SSSG,small_airport,SÃƒÂ£o Gabriel Airport,472,SA,BR,BR-RS,SÃƒÂ£o Gabriel,SSSG,0,,-30.34499931,-54.26779938
SSSH,small_airport,Fazenda Santo InÃƒÂ¡cio Airport,275,SA,BR,BR-MS,CorumbÃƒÂ¡,SSSH,,,-19.19916725,-57.01111221
SSSI,small_airport,Fazenda Manto Verde Airport,1450,SA,BR,BR-PI,Baixa Grande do Ribeiro,SSSI,,PI0054,-7.868144,-45.01548
SSSN,heliport,do AÃƒÂ§u Heliport,13,SA,BR,BR-RJ,SÃƒÂ£o JoÃƒÂ£o Da Barra,SSSN,,,-21.79920006,-41.01890182
SSSO,small_airport,Fazenda Santa Odila Airport,984,SA,BR,BR-MS,BrasilÃƒÂ¢ndia,SSSO,,,-21.41111183,-52.03250122
SSSP,small_airport,Fazenda Santa Delfina Airport,328,SA,BR,BR-MS,Miranda,SSSP,,,-20.04027748,-56.31000137
