Agency Name,DSGN_CODE,DBA,Cert_No,Address Line 1,Address Line 2,Address Line 3,City,State/Province,Country ,Postal Code,Agency Phone Number,Agency Email,Accountable Manager,Accountable Manager Phone Number,Accountable Manager Email,Liaison,Liaison Phone Number,Liaison Email,Rating - Accessory,Rating - Airframe,Rating - Instrument,Rating - Limited,Rating - Powerplant,Rating - Propeller,Rating - Radio,Bilateral Agreements,Update_Date,
LEADING EDGE AEROSPACE LLC,3LDR,,3LDR930C,16115 NW 52ND. AVENUE,,,MIAMI,FL,UNITED STATES,33014,,,"SERVER, STEVE",3052227780,steve.server@leadingedgeaero.com,MARBEL SERVER,3052227780,marbel.server@leadingedgaero.com,Limited,Limited,,,Limited,,,"EASA, United Kingdom",3/9/2026,
LEADING EDGE AVIATION INC,L9QR,"DBA LEADING EDGE AVIONICS,
   AVIONICS, INC.",L9QR350Y,63205 GIBSON AIR RD. HANGAR #1,,,BEND,OR,UNITED STATES,97701,,,"WARTHEN, TRAVIS",,twarthen@flybend.com,"WARTHEN, TRAVIS",5413838825,twarthen@flybend.com,,Limited,Limited,,Limited,Limited,"Class 1, Class 2, Limited",,3/9/2026,
LEADING EDGE AVIONICS INC,137R,,137R236D,19300 IKE JONES ROAD,,,SANTA ANA,CA,UNITED STATES,92707,7149556151,,"BREWER, KATHRYN",7149556151,,"MICHAEL, BILBY",7149556151,mike.bilby@leavionics.com,,Limited,,,,,Limited,,3/9/2026,
,VZKR,,VZKR147E,7000 MERRILL AVE.,HANGAR A-240,,CHINO,CA,UNITED STATES,91710,,,"BREWER, KATHRYN",,,KATHRYN BREWER,8559556151,kathryn.brewer@leavionics.com,,Limited,Limited,,,,Limited,,3/9/2026,
LEADING EDGE COMPOSITES INC,7LER,,7LER602B,645 SANDS COURT,SUITE 101,,COATESVILLE,PA,UNITED STATES,19320,6109329055,,"ARNI, BRIAN",,,"ANDERSON, WAYNE",4845255420,wanderson@lec-composites.com,Limited,Limited,,,Limited,,,,3/9/2026,
"LEADING EDGE JET CENTER, LLC",H6MR,,H6MR663L,63138 POWELL BUTTE ROAD,,,BEND,OR,UNITED STATES,97701,5413880019,,"BARR, MICHAEL E.",,mikeb@leadingedgejet.com,"BARR, MICHAEL E.",5412415056,michael_barr@skyservice.com,Limited,Limited,Limited,,Limited,Limited,Limited,,3/9/2026,
"LEADING EDGE MONTANA, LLC",EFUR,,EFUR514D,3200 AIRPORT ROAD,,,HELENA,MT,UNITED STATES,59601,4064422665,majesta_bollinger@skyservice.com,"BOLLINGER, MAJESTA",4064422665,majesta_bollinger@skyservice.com,MAJESTA BOLLINGER,4064422665,majesta_bollinger@skyservice.com,,"Class 3, Limited",Limited,,Limited,,Limited,,3/9/2026,majesta_bollinger@skyservice.com
LEAR ROMEC DIVISION OF HYDRO-AIRE AEROSPACE CORP.,C7CR,,C7CR238J,241 S. ABBE ROAD,,,ELYRIA,OH,UNITED STATES,44035,,,"WAITE, DIRK",4402845466,dirk.waite@craneae.com,"MAHILO, JASON",4403265560,jason.mahilo@craneae.com,Limited,,,,,,,"EASA, United Kingdom",3/9/2026,
LEARJET INC,KW3R,DBA BOMBARDIER AIRCRAFT SERVICES,KW3R646L,1255 EAST AERO PARK BLVD,,,TUCSON,AZ,UNITED STATES,85756,,,"MELANCON, MARCO",,,"RUTHRUFF, JAMES",5207465523,james.ruthruff@aero.bombardier.com,Limited,Limited,Limited,,Limited,,Limited,"EASA, United Kingdom",3/9/2026,
,LK2R,DBA BOMBARDIER AEROSPACE SERVICES,LK2R981K,ONE LEARJET WAY,,,WICHITA,KS,UNITED STATES,67209,,atleedodge@acsalaska.net,"PENN, DEREK S",,,"DITTMAR, MICHAEL",3169467243,michael.dittmar@aero.bombardier.com,"Class 1, Class 2, Class 3",Limited,"Class 1, Class 2, Class 3, Class 4",NonDestructiveTst,Limited,,"Class 1, Class 2, Class 3","EASA, TCCA (Canada), United Kingdom",3/9/2026,atleedodge@acsalaska.net
,LN4R,DBA BOMBARDIER AIRCRAFT SERVICES,LN4R342M,15000 NW 37TH COURT,,,OPA LOCKA,FL,UNITED STATES,33054,,,"RAMIREZ, CHRISTIAN",,christian.ramirez@aero.bombardier.com,"ALONSO, JULIO",9546221200,julio.alonso@aero.bombardier.com,,Limited,Limited,,Limited,,"Class 1, Class 2, Class 3",EASA,3/9/2026,
,SH5R,,SH5R197N,BUILDING 85-173,BRADLEY INTERNATIONAL AIRPORT,,WINDSOR LOCKS,CT,UNITED STATES,06096,,,"MELANCON, MARCO",,marco.melancon@aero.bombardier.com,"KUPHAL, RON",8602927211,ron.kuphal@aero.bombardier.com,"Class 1, Class 2, Class 3",Limited,Limited,NonDestructiveTst,Limited,,"Class 1, Class 2, Class 3","EASA, TCCA (Canada), United Kingdom",3/9/2026,
LEARJET INC REPAIR STATION,LEJR,DBA LEARJET INC.,LEJR910X,ONE LEARJET WAY,,,WICHITA,KS,UNITED STATES,67209,3169462000,,"MORRIS, JOHN T",3169466862,,"MORRIS,JOHN T.",3169466862,john.morris@aero.bombardier.com,Limited,Limited,Limited,,Limited,,Limited,,3/9/2026,
"LEARJET, INC",L5VR,DBA BOMBARDIER AIRCRAFT SERVICES,L5VR603Y,7336 AVIATION PLACE,,,DALLAS,TX,UNITED STATES,75235,4697914000,,"MIRRA, HEATHER",,,"ROLLINGS, SCOTT",4697914051,scott.rollings@aero.bombardier.com,Limited,Limited,Limited,SpecializedService,Limited,,Limited,TCCA (Canada),3/9/2026,
LECHENE AVIATION LLC,MPLR,,MPLR313E,159 LIBERATOR LANE,,,INDIANA,PA,UNITED STATES,15701,8149310910,mlechene@lecheneaviation.com,"LECHENE, MATHIAS",,,MATHIAS P. LECHENE,8149310910,mlechene@lecheneaviation.com,,Limited,Limited,,,,Limited,,3/9/2026,mlechene@lecheneaviation.com
LEE AEROSPACE INC,YLIR,,YLIR863L,9323 E 34 ST. N,,,WICHITA,KS,UNITED STATES,67226,,,"PILAND, GREG",,,GREG PILAND,3166369200,gpiland@leeaerospace.com,,Limited,,,,,,EASA,3/9/2026,
LEE AIR CO INC,BJ4R,,BJ4R078M,7545 WHEATLAND AVENUE,,,SUN VALLEY,CA,UNITED STATES,91352,,,"LEE, TED",,,"LEE, TED",8187670777,,"Class 1, Class 2, Class 3",,"Class 1, Class 2, Class 4",,,,,,3/9/2026,
LEE AIR INC,TK2R,,TK2R190L,3000 S HYDRAULIC,,,WICHITA,KS,UNITED STATES,67216,,,"LEE, BENNIE M. JR.",,,JOSH BURDEN,3165244622 EXT. 108,josh@leeair.com,Limited,,,Landing Gear,,,,EASA,3/9/2026,
LEES ENTERPRISE,L7MR,,L7MR335N,20731 MARILLA  STREET,,,CHATSWORTH,CA,UNITED STATES,91311,,nv.buehn@sbcglobal.net,"MOLNAR, THOMAS L",,,"PARK, MIKE SHEEN",8189933495,mikep@leesenterprise.com,,,,"Landing Gear, SpecializedService",,,,,3/9/2026,nv.buehn@sbcglobal.net
LEGACY AEROSPACE LLC,8LGR,,8LGR867C,535 AIRPORT LANE,,,MCKENZIE,TN,UNITED STATES,38201,,,"SEGATTO, ALBERTO",9548304820,albertosegatto14@gmail.com,ALBERTO SEGATTO,9578304820,albertoseggato14@gmail.com,Limited,,Limited,,,,Limited,,3/9/2026,
LEGACY AIR,76YR,,76YR726D,11905 CORPORATE WAY,,,BROOMFIELD,CO,UNITED STATES,80021,3034040277,rick@legacy-air.com,"MARCELLUS, RICK",,,RICK MARCELLUS,3034040277,rick@legacy-air.com,,Limited,,,Limited,Limited,,,3/9/2026,rick@legacy-air.com
LEGACY AIRCRAFT INSTRUMENTS INC,L63R,,L63R282Y,194 MIDCREST WAY,,,SAN FRANCISCO,CA,UNITED STATES,94131,4154010800,legacy.aircraft@pacbell.net,"ROGERS, DAVID M",,,"GANPAVARAPU, RAVIKANTH",9257857284,legacy.aircraft@pacbell.net,Limited,,Limited,,,,,,3/9/2026,legacy.aircraft@pacbell.net
LEGACY AIRCRAFT SERVICES INC,1L5R,,1L5R474D,7100 VALJEAN AVE.,,,VAN NUYS,CA,UNITED STATES,91406,,,"LEVINE, TODD",,,TODD LEVINE,8054335456,toddlevine73@gmail.com,,Limited,,NonDestructiveTst,,,,,3/9/2026,
LEGACY AVIATION LLC,2LAR,DBA LEGACY AVIATION,2LAR145L,47010 GREAT PLANES PL,,,TEA,SD,UNITED STATES,57064,,,"HALL, JORDAN",6053682841,,"HALL,  JORDAN",6053682841,jhall@legacyaviationsd.com,,Limited,Limited,NonDestructiveTst,,,Limited,,3/9/2026,
LEGACY AVIATION SERVICES INC,L50R,,L50R364Y,1701A N. CIMARRON RD.,,,YUKON,OK,UNITED STATES,73099,,,"MCDONOUGH, BILL",4053502100,,"MCDONOUGH, BILL",4053502100,bill@legacy-aviation.com,,Limited,Limited,SpecializedService,Limited,,Limited,"EASA, TCCA (Canada)",3/9/2026,
LEGEND AEROSPACE INC,F12R,,F12R012Y,8292 NW SOUTH RIVER DRIVE,,,MEDLEY,FL,UNITED STATES,33166,3058838804,,"HAYNES, BRIAN D.",3058838804,,"HAYNES, BRIAN D.",3058838804,,,,,Equipment,,,,EASA,3/9/2026,
LEGIONNAIRE AEROSPACE LTD CO,7EGR,,7EGR459D,LEGIONNAIRE AEROSPACE LTD CO,"3604 AIRPORT DRIVE, HANGAR 5506",,DENISON,TX,UNITED STATES,75020,,,"STARCH, JASON RODERICK",,,JASON RODERICK STARCH,4807709790,jrs@legionnaireintl.com,,Limited,Limited,,,,Limited,,3/9/2026,
LEIDOS INCORPORATED,8LDR,,8LDR203D,10660 AVIATION LANE,,,MANASSAS,VA,UNITED STATES,20110,7033433264,,"COLGAN, PATRICK S.",7034793419,patcolgan@capital-aviation.com,"PATRICK,  COLGAN",,patrick.colgan@leidos.com,Limited,Limited,"Class 1, Class 2, Class 3, Class 4",,Limited,,"Class 1, Class 2, Class 3",,3/9/2026,
LENNY'S AIRMOTIVE INC,KH6R,,KH6R665N,1 CENTER HANGAR ROAD,,,SALMON,ID,UNITED STATES,83467,,,"SKUNBERG, LENNY",2087563152,lennysairmotive@gmail.com,"SKUNBERG, LENNY",2087563152,lennysairmotive@gmail.com,"Class 1, Class 2","Class 1, Class 3",,NonDestructiveTst,"Class 1, Limited",,,,3/9/2026,
LEONARDO BELGIUM S.A.,I9AY,DBA LBE,I9AY681Y,LIEGE-BIERSET AIRPORT BLDG 60,,,GRACE-HOLLOGNE,,BELGIUM,4460,+39 346 801 4663,salvatore.ritrosi@leonardocompany.com,"DEL DUCA, RICCARDO",,,"DE METS, MICHA",,micha.demets@leonardocompany.com,Limited,Limited,,NonDestructiveTst,,,,,3/9/2026,salvatore.ritrosi@leonardocompany.com
LEONARDO S.P.A. - AERONAUTICS DIVISION - AIRCRAFT,CO1Y,,CO1Y067K,VIA P. FORESIO,,,VENEGONO SUPERIORE,,ITALY,1 - 21040,,,"BORTOLI, STEFANO",+39 0331 81311,stefano.bortoli@leonardo.com,"BERTOLUZZO, MIRCO",39081887 EXT. 2133,mirco.bertoluzzo@leonardocompany.com,Limited,,,,,,,,3/9/2026,
LEONARDO S.P.A. - ELECTRONICS,3S3Y,,3S3Y436B,VIA DELLA LAMA 13 - LOCALITA' LEVAN,,,MONTEVARCHI,,ITALY,52025,,,"PICOLLO, LUCA",,,"LAPRICA, VINCENZO",,v.laprica@enac.gov.it,Limited,Limited,Limited,,,,Limited,,3/9/2026,
LEONARDO S.P.A. - HELICOPTERS,U3GY,,U3GY111D,VIA G. AGUSTA 520,,,CASCINA COSTA DI SAMAR,,ITALY,21017,,,"CUTILLO, GIAN PIERO",,,"CIRELLI, CLAUDIO",,claudio.cirelli@leonardo.com,Limited,Limited,,,,,,,3/9/2026,
LEONARDO SOUTH AFRICA (PTY) LTD,LEOY,,LEOY198E,HANGAR 109 LINVELT ROAD,WONDERBOOM AIRPORT,DOORNPORT,PRETORIA,GT,SOUTH AFRICA,0110,,,"VISSER, GAIL",,,JOHN COLE,,john@aviationconsulting.co.za,Limited,Limited,Limited,,Limited,,Limited,,3/9/2026,
LEONARDO UK LIMITED,6YAY,DBA LEONARDO HELICOPTERS,6YAY376C,LYSANDER ROAD,,,YEOVIL,ENG,UNITED KINGDOM,BA20 2YB,+44(0)1935702125,,"COLMAN, NIGEL",,nigel.colman@leonardo.com,,,,,Limited,,,,,,,3/9/2026,
LEVEL 5 AEROSPACE LLC,L5AR,DBA LEVEL 5 AEROSPACE,L5AR494E,311 AIRLINE DRIVE,,,WACO,TX,UNITED STATES,76705,7474000707,gloyd@level5.aero,"ZOLDOS, ANDREW",,,ANDREW ZOLDOS,8652504897,tzoldos@level5.aero,,Limited,,,Limited,,,,3/9/2026,gloyd@level5.aero
LEVEL III NDT,N5DR,,N5DR176O,27720 INDUSTRIAL BLVD.,,,HAYWARD,CA,UNITED STATES,94545,6506543601,"level3ndt@aol.com, dave.arms@sbcglobal","ARMS, DAVID",,dave.arms@sbcglobal.net,"ARMS, DAVID M",6506543601,,,,,NonDestructiveTst,,,,,3/9/2026,"level3ndt@aol.com, dave.arms@sbcglobal"
LEWIS W. HART,GAQR,DBA COPTER DOCTOR PLUS,GAQR149E,REXBURG-MADISON COUNTY AIRPORT,,,REXBURG,ID,UNITED STATES,83440,2083516703,lewiswh@gmail.com,"HART, LEWIS W",,,"LEWIS, W HART",2083516703,lewiswh@gmail.com,,,Limited,,,,Limited,,3/9/2026,lewiswh@gmail.com
LEXTHISTLE ENTERPRISES LLC,LEXR,,LEXR247E,299 HANGAR RD,HANGAR 26,,OPELOUSAS,LA,UNITED STATES,70570,3372900807,lexthistle@gmail.com,"THISTLETHWAITE, EDWARD A JR.",3372900807,,"EDWARD A THISTLETHWAITE, JR.",3372900807,lexthistle@gmail.com,,,Limited,,,,Limited,,3/9/2026,lexthistle@gmail.com
"LF AVIONICS, CORP.",LFAR,,LFAR206E,6930 NW 37TH AVE,,,MIAMI,FL,UNITED STATES,33147,7862032249,repairs@lfavionics.com,"LASTRA, ROBERNIER",7862032249,robernier00@yahoo.com,ROBERTO LASTRA,7862032249,lastra0824@yahoo.com,Limited,,Limited,,,,Limited,"EASA, United Kingdom",3/9/2026,repairs@lfavionics.com
LIBERTY AVIATION LLC,8LVR,,8LVR188D,1002 AVIATION BLVD.,,,WILLIAMSBURG,KY,UNITED STATES,40769,9079826420,,"SPENCER, JOHN W.",9079826420,jws@libertyaviation.net,JOHN W. SPENCER,9078929000,jws@libertyaviation.net,,"Class 1, Class 3",,Floats,Limited,Limited,,,3/9/2026,
LIDER TAXI AEREO S/A-AIR BRASIL,AV5Y,DBA LIDER AVIACAO,AV5Y741M,"RUA HAROLDO PARANHOS, 400",CONGONHAS AIRPORT,,SAO PAULO,SP,BRAZIL,04357-060,5531 3490 4611,silvia.cioletti@lideraviacao.com.br,"DEL LAMA ROCHA, FABIO",,,FABIO DEL LAMA ROCHA,,fabio.rocha@lideraviacao.com.br,,Limited,Limited,,Limited,,Limited,,3/9/2026,silvia.cioletti@lideraviacao.com.br
LIEBHERR (CHINA) CO. LTD.,8LIY,DBA LIEBHERR-AEROSPACE CHINA,8LIY809C,319 GAO SHE NORTH ROAD,CHINA (SHANGHAI) PILOT FREE TRADE Z,,SHANGHAI,,CHINA,201208,86 21 2033 7808,,"THEVENOT, ERIC",,,"ZHANG, MINGYANG (ERIC)",,mingyang.zhang@liebherr.com,Limited,,,,,,,,3/9/2026,
LIEBHERR AEROSPACE SALINE INC,L3RR,,L3RR193H,1465 WOODLAND DRIVE,,,SALINE,MI,UNITED STATES,48176,,,"FABER, JOCHEN",7344297225,jochen.faber@liebherr.com,"PARUSZKIEWICZ, MICHAEL",7349446389,michael.paruszkiewicz@liebherr.com,"Class 1, Class 2, Class 3",,,,,,,"EASA, United Kingdom",3/9/2026,
LIEBHERR-AEROSPACE LINDENBERG GMBH,LA7Y,DBA LIEBHERR AEROSPACE S.A.S.,LA7Y195J,PFAENDERSTRASSE 50-52,,,LINDENBERG,,GERMANY,88161,011498381460,josef.gropper@liebherr.com,"HEINZMANN, GERD  MR.",011498381463320,josef.gropper@liebherr.com,,,,Limited,Limited,,Landing Gear,,,,,3/9/2026,josef.gropper@liebherr.com
LIEBHERR-AEROSPACE TOULOUSE SAS,B8EY,,B8EY828J,"408, AVENUE DES ETATS UNIS",B.P. 52010,,TOULOUSE,,FRANCE,31016,,,"BLAL, SAMI",,,MIREILLE LEMASSON,,mireille.lemasson@liebherr.com,Limited,Limited,,,,,Limited,,3/9/2026,
LIEBHERR-ELECTRONICS AND DRIVES GMBH,Z8EY,,Z8EY085Y,PETER-DORNIER-STRASSE 11,,,LINDAU,,GERMANY,88131,,,"UHLIG, JAN",,,"PESEC, MICHEL",,michel.pesec@liebherr.com,Limited,Limited,,Landing Gear,,,,,3/9/2026,
LIEBHERR-SINGAPORE PTE LTD,6LSY,"DBA LIEBHERR-SINGAPORE PTE LTD
   LTD (LIEBHERR AEROSPACE",6LSY577B,8 PANDAN AVENUE,,,SINGAPORE,,SINGAPORE,609384,6562652305,,"CADAUX, JOEL",,joel.cadaux@liebherr.com,"JUAY, ANGELENE",,angelene.juay@liebherr.com,Limited,,,,,,,,3/9/2026,
LIFE CYCLE BALLOON REPAIR,LCBR,,LCBR329X,15862 DUQUESNE CIRCLE,,,BRIGHTON,CO,UNITED STATES,80603,3032161990,michael@lifecycleballoons.com,"RIEHL, MARIA",,,MARIA RIEHL,3032161990,aballoonadventure5280@gmail.com,,Limited,,,,,,,3/9/2026,michael@lifecycleballoons.com
LIFE SUPPORT INTERNATIONAL INC,LFPR,,LFPR314K,2250 CABOT BLVD. WEST,SUITE 255,,LANGHORNE,PA,UNITED STATES,19047,,,"YERKES, GREGORY L.",,,"YERKES,  GREGORY L.",2157852870,greg@lifesupportintl.com,Limited,,,Equipment,,,,,3/9/2026,
"LIFE SUPPORT SYSTEMS, LLC",KQ1R,,KQ1R279K,18515-7A HENSON BLVD,,,HAGERSTOWN,MD,UNITED STATES,21742,7178164835,mjg93king@gmail.com,"GAYMAN, MICAH J.",,,MICAH GAYMAN,7178164835,,,,,Equipment,,,,,3/9/2026,mjg93king@gmail.com
"LIFEPORT, LLC",IQOR,,IQOR656L,1660 HERITAGE STREET,,,WOODLAND,WA,UNITED STATES,98674,3602253338,pogle@lifeport.com,"GIRON, CESAR",,cgiron@lifeport.com,"OGLE, PATRICK",3609380520,pogle@lifeport.com,Limited,,,,,,,,3/9/2026,pogle@lifeport.com
LIFERAFT & MARINE SAFETY EQUIPMENT INC,L5MR,,L5MR910J,1133 N. NIMITZ HIGHWAY,,,HONOLULU,HI,UNITED STATES,96817,8088395063,hawaiiraft2@cs.com,"MARTIN, BOBBIE",,,"MARTIN, BOBBIE",8088395063,hawaiiraft2@cs.com,,,,Equipment,,,,,3/9/2026,hawaiiraft2@cs.com
LIFERAFTS INC,QW4R,,QW4R481M,"CALLEB, LOTE 21, SABANA ABAJO INDUS",,,SAN JUAN,PR,UNITED STATES,00982,,,"LIPUSCEK, MATTHEW",,,"LIPUSCEK, MATTHEW",7877983237,jonathan@liferaftsinc.com,,Limited,,SpecializedService,,,,,3/9/2026,
LIFT MAINTENANCE LLC,7L7R,,7L7R550D,2753 CARGO DRIVE,HANGAR 6,,INDIANAPOLIS,IN,UNITED STATES,46241,3174712256,liftmtx@flywithlift.com,"GALLINAT, SEAN A",,,SEAN GALLINAT,3177147476,sgallinat@flywithlift.com,Limited,Limited,Limited,,Limited,Limited,Limited,,3/9/2026,liftmtx@flywithlift.com
LIFT MRO INC,822R,,822R052D,5475 NW 72 AVENUE,,,MIAMI,FL,UNITED STATES,33166,3055749932,mike@liftmro.com,"JARAMILLO, MICHAEL",9546991659,mike@liftmro.com,"REINALDO, BARROSO",3055749932,rey@liftmro.com,Limited,,,,,,,"EASA, United Kingdom",3/9/2026,mike@liftmro.com
LIMCO-AIREPAIR INC,CZ2R,DBA TAT-LIMCO,CZ2R760K,5304 SOUTH LAWTON AVENUE,,,TULSA,OK,UNITED STATES,74107,,,"FISHER, LESLEY",9185577302,lfisher@limcoairepair.com,LESLEY FISHER,9184454331,lfisher@limcoairepair.com,Limited,Limited,,,Limited,,,"EASA, United Kingdom",3/9/2026,
"LIMITED LIABILITY COMPANY ""PATON TURBINE TECHNOLOG",PP3Y,"DBA PATON TURBINE TECH.
   TECH. LTD. & LLC
   TURBINE TECH",PP3Y475X,24 RAKETNAYA ST.,,,KYIV,,UKRAINE,03028,,,"SHEPTUN, SERHII",,,"KIREITSEV,  MAKSYM",,mkireytsev@patontt.com,Limited,,,Floats,Limited,,,,3/9/2026,
LINCOLN PARK AVIATION,LKPR,,LKPR101K,425 BEAVER BROOK ROAD,,,LINCOLN PARK,NJ,UNITED STATES,07035,9736330450,frankg@lpaviation.com,"GALELLA, FRANK R. III",,frankg@lpaviation.com,"GALELLA, FRANK",9736330450 EXT. 2,,,Limited,,SpecializedService,Limited,,,,3/9/2026,frankg@lpaviation.com
LINCOLN SKYWAYS INC,7LSR,,7LSR681C,1850 FLIGHTLINE DR.,,,LINCOLN,CA,UNITED STATES,95648,9167300788,,"MAYNARD, BYRON",,,"MAYNARD, BYRON",9167300788,,,Limited,,,,,,,3/9/2026,
LINDAN HOT AIR SERVICE CENTER,GTVR,,GTVR324K,33962 NORTHWOOD DRIVE NE,,,ALBANY,OR,UNITED STATES,97322,,,"SANDERSON, ALAN",,alan.sanderson@comcast.net,"SANDERSON, ALAN",4084892432,alan.sanderson@comcast.net,,Limited,,,,,,,3/9/2026,
LINDE ADVANCED MATERIAL TECHNOLOGIES INC,BH1R,,BH1R034K,24 LANDRY STREET,,,BIDDEFORD,ME,UNITED STATES,04005,2072823787,patrick.mahony@linde.com,"HALL, JAMES",,,"MAHONY, PATRICK J.",2072823787 EXT. 203,patrick.mahony@linde.com,,,,"Landing Gear, SpecializedService",Limited,,,"EASA, United Kingdom",3/9/2026,patrick.mahony@linde.com
,LINR,,LINR451E,441 SACKETT POINT ROAD,,,NORTH HAVEN,CT,UNITED STATES,06473,,,"KASTENHUBER, MARIANN",,,"KASTENHUBER, MARIANN",2032872735,mariann.kastenhuber@linde.com,Limited,Limited,,Landing Gear,"Class 3, Limited",Limited,,"EASA, United Kingdom",3/9/2026,
"LINEAR MOTION, LLC",TOWR,,TOWR001L,628 NORTH HAMILTON STREET,,,SAGINAW,MI,UNITED STATES,48602,9897598345,,"MOODIE, KATHY",,,"PETERS, JAMES D.",9897598336,jpeters@us.umbragroup.com,Limited,,,NonDestructiveTst,,,,"EASA, United Kingdom",3/9/2026,
LIQUID MEASUREMENT SYSTEMS INC,81MR,,81MR245D,141 MORSE DRIVE,,,GEORGIA,VT,UNITED STATES,05468,8025288100,,"CORRIGAN, JASON",,jason.corrigan@lms-us.com,"SHORES, BARBARA A",8025288159,barbara.shores@liquidmeasurement.com,Limited,,,,,,,,3/9/2026,
LIVE AEROSPACE INC,1L9R,,1L9R030C,"7205 NW 68TH STREET, BAY# 11",,,MIAMI,FL,UNITED STATES,33166,,,"AYO, JANET",,,"AYO, JANET",3055277198,janetayo@liveaerospace.com,Limited,,,,,,,,3/9/2026,
LIVINGSTON AVIATION INC,LV0R,,LV0R169J,2814 BETSWORTH DRIVE,,,WATERLOO,IA,UNITED STATES,50703,3192341783,tim@livingstonaviation.com,"NEWTON, TIMOTHY J.",3192341783,,"NEWTON,  TIM",3192341783,tim@livingstonaviation.com,,Limited,,,Limited,,,,3/9/2026,tim@livingstonaviation.com
LKD AEROSPACE INC,1LKR,DBA LKD AEROSPACE,1LKR990Y,8020 BRACKEN PLACE SE,,,SNOQUALMIE,WA,UNITED STATES,98065,4253960829,,"CHAMBERLAIN, KRISTY",,,"SHERRON, KEVIN",4253960829 EXT. 248,kevinsherron@lkdaero.com,Limited,,,,,,,,3/9/2026,
"LLANTAS Y ARTEFACTOS DE HULE, S.A. DE C.V.",EM2Y,DBA LAHSA,EM2Y799K,"DESTAJISTAS NO. 5, FRACC. INDUSTRIA",CUAUTITLAN IZCALLI,,MEXICO CITY,DF,MEXICO,54840,,,"SARABIA, ENRIQUE",,,MAURICIO GALVAN BRISEÑO,115255262 EXT. 185,pbanos@lasha.com.mx,Limited,,,SpecializedService,,,,,3/9/2026,
LNK NE MRO HOLDINGS LLC,LNKR,DBA FLIGHTCRAFT,LNKR128E,1751 WEST KEARNEY AVENUE,,,LINCOLN,NE,UNITED STATES,68524,8337587495,,"LUCE, EUGENE R",,gene.luce@flightcraft.com|,GENE LUCE,4024758600,gene.luce@flightcraft.com,Limited,Limited,Limited,,Limited,,"Class 1, Class 2, Limited",,3/9/2026,
LOCKHEED MARTIN AEROPARTS INC,L3PR,DBA NONE,L3PR785J,211 INDUSTRIAL PARK ROAD,,,JOHNSTOWN,PA,UNITED STATES,15904,,rafael.silva@clickmx.com,"KOSNOSKY, MICHAEL",,,"KOSNOSKY, MICHAEL",8142623024,michael.a.kosnosky@lmcc.com,,Limited,,,,,,,3/9/2026,rafael.silva@clickmx.com
LOCKHEED MARTIN AIRCRAFT CENTER INC,ZJ4R,,ZJ4R702M,1030 LOCKHEED DRIVE,SC TECHNOLOGY & AVIATION CENTER,,GREENVILLE,SC,UNITED STATES,29605,,,"PEAT, BENJAMIN",,benjamin.j.peat@lmco.com,"SYMSICK, JOSEPH M.",8642363209,joe.m.symsick@lmco.com,Limited,Class 4,Limited,"NonDestructiveTst, SpecializedService",Limited,Limited,Limited,,3/9/2026,
LOCKHEED MARTIN CORPORATION,2LMR,,2LMR437M,1801 STATE ROUTE 17C,,,OWEGO,NY,UNITED STATES,13827,,,"KINNETZ, NEAL",,neal.kinnetz@lmco.com,,,,,Limited,Limited,,Limited,,Limited,,3/9/2026,
LOCKWOOD AVIATION REPAIR INC,L2DR,,L2DR399H,1 LOCKWOOD LANE,,,SEBRING,FL,UNITED STATES,33870,8636555100,phil@lockwood.aero,"LOCKWOOD, PHILLIP J",8636555100,,"LOCKWOOD, PHILLIP J",8636556229,phil@lockwood.aero,,Limited,,,Limited,,,,3/9/2026,phil@lockwood.aero
"LOENBRO, LLC.",E5WR,DBA LOENBRO INSPECTION SERVICES,E5WR233Y,1131 S. 22ND ST.,,,BISMARCK,ND,UNITED STATES,58504,,,"EWER, QUINTON",,,"EWER, QUINTON",7012236434,qewer@loenbro.com,,,,NonDestructiveTst,,,,,3/9/2026,
LOGIC AVIATION SERVICES LLC,5LAR,,5LAR389M,40636 INDUSTRIAL PARK ROAD,,,TECUMSEH,OK,UNITED STATES,74873,,,"BODETTE, DUANE",,,"BODETTE, DUANE",4053959697,duane@logicaviation.net,Limited,Limited,,NonDestructiveTst,Limited,,,,3/9/2026,
LOGIC S P A,3LOY,,3LOY545B,CASSINA DE' PECCHI,,,MILANO,,ITALY,20051,,,"FRANZONI, ALESSANDRO",+390295906223,mgsantambrogio@logic-spa.com,"MR. CATANZARO, BALDASSARE",,bcatanzaro@logic-spa.com,Limited,Limited,Limited,,,,,,3/9/2026,
LOGOS AVIATION INC,9LGR,,9LGR162C,5900 NW 24TH WAY,HANGAR # B,,FORT LAUDERDALE,FL,UNITED STATES,33309,,,"KYRIAKOPOULOS, NICK A.",,,"KYRIAKOPOULOS, NICK",9549734600,federico@logosaviation.co,,Limited,,"Aircraft Fabric, Landing Gear",,,,,3/9/2026,
LONE MOUNTAIN AVIATION INC,L9OD,"DBA ALL IN AVIATION
   AVIATION MAINTENANCE",L9OD473Y,1456 JET STREAM DRIVE,,,HENDERSON,NV,UNITED STATES,89052,7023092200,kenny.scherado@lonemountainaviation.co,"PICKERING, ROBERT S.",,,ANDERSON TRAVIS,7023092200,travis.anderson@lonemountainaviation.com,Limited,Limited,Limited,"Aircraft Fabric, NonDestructiveTst",Limited,,Limited,,3/9/2026,kenny.scherado@lonemountainaviation.co
